##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	NGS200B_25_192564_FC_F_BRCAv2_Pan1449_S1_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	663216
Sequences flagged as poor quality	0
Sequence length	151
%GC	43
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1110	122	0.15970988106182915
1110	123	0.1498154627334216
1110	124	0.1365256924737892
1110	125	0.15953046641515556
1110	126	0.3352432549503135
1110	127	0.3631504189785062
1110	128	0.34867334111350345
1110	129	0.11630615673633571
1110	130	0.12023157725343481
1110	131	0.09535463464786886
1110	132	0.17167082522450983
1110	133	0.013822091528354008
1110	134	0.013344574251725305
1110	135	0.10327537825769184
1110	136	0.1153712496007131
1110	137	0.3784406868868828
1110	138	0.3746193549436754
1110	139	-0.03805837891246
1110	140	-0.14655253867198326
1110	141	0.11681797828133256
1110	142	0.11622374102903876
1110	143	0.2424962863218454
1110	144	-0.27120199624508956
1110	145	0.13065552371359956
1110	146	0.05106440517472066
1110	147	0.037069608088536654
1110	148	0.2330009888308524
1110	149	0.3974635261632997
1110	150	0.07818709979309091
1110	151	0.15124419569677627
1111	1	-0.12781086674019804
1111	2	-0.057402211090490596
1111	3	-0.1272776330034162
1111	4	-0.010867051851555232
1111	5	-0.10352841680990821
1111	6	0.20022788011198145
1111	7	-0.048552699148459055
1111	8	-0.19876011401486693
1111	9	-0.4221791761285658
1111	10	-0.03135063912347391
1111	11	-0.014276176790247064
1111	12	-0.2451203863360547
1111	13	-0.14730505795033366
1111	14	0.10297215872429177
1111	15	0.19784785849871867
1111	16	0.1503335544232911
1111	17	0.3373206228241443
1111	18	0.07484608260192971
1111	19	0.17670136344438703
1111	20	0.006369592736284346
1111	21	-0.14461221920866052
1111	22	0.07807030502429058
1111	23	0.16786536241370698
1111	24	0.17010919047719852
1111	25	0.17131003550570512
1111	26	0.013816136359508846
1111	27	0.06314075509743589
1111	28	0.09698898159208369
1111	29	0.018582016296498693
1111	30	-0.26164847114176837
1111	31	-0.13482863433213055
1111	32	0.1337884695485272
1111	33	0.20458965002831775
1111	34	0.20028652085714072
1111	35	0.0894395009264457
1111	36	0.09938170926478307
1111	37	0.09411758335203046
1111	38	0.14846799489662743
1111	39	-0.1065510956986202
1111	40	0.05196822013336089
1111	41	0.09252759067756244
1111	42	0.12681715221822287
1111	43	0.0562109327127871
1111	44	0.05522739503499707
1111	45	0.14945986824263002
1111	46	0.02118724502175695
1111	47	0.08670857335317095
1111	48	-0.0033253938912451986
1111	49	0.14205261747766684
1111	50	0.10020131733335091
1111	51	-0.08362955344411915
1111	52	0.07199430532740081
1111	53	-0.3898738774389656
1111	54	-0.19312517869101242
1111	55	-0.2441494574796934
1111	56	0.033819059295673526
1111	57	0.027492097075075606
1111	58	-0.03142342851463553
1111	59	-0.16445047573134275
1111	60	5.523369012578883E-4
1111	61	-0.23484507084254602
1111	62	-0.24071796170700566
1111	63	-0.05910866426722805
1111	64	-0.1821044947540571
1111	65	-0.2778864196069577
1111	66	-0.03133065137409119
1111	67	0.13969251934693716
1111	68	0.03356097707415984
1111	69	0.0999621371843773
1111	70	-0.09382196878922144
1111	71	-0.08692103197810042
1111	72	0.23207247125787234
1111	73	0.19895516317393458
1111	74	0.294443685091629
1111	75	0.19629236954948226
1111	76	0.27540326071282095
1111	77	0.3987886971574497
1111	78	0.025551631507809702
1111	79	0.03770010632751308
1111	80	-0.05744646238679252
1111	81	-0.1661568765634982
1111	82	-0.05742482432351892
1111	83	-0.18105317727005854
1111	84	0.02070467391972386
1111	85	0.1776028300371948
1111	86	0.2456539687900019
1111	87	0.07987613840165153
1111	88	-0.12032406270220264
1111	89	0.20049409157633846
1111	90	0.23936557758836585
1111	91	0.32202013643522065
1111	92	-0.030572024438505707
1111	93	0.15450990553376442
1111	94	0.212730197097585
1111	95	0.23836864566200688
1111	96	0.1305517536711065
1111	97	0.32917542831074087
1111	98	-0.06308367362074563
1111	99	0.030943534329423983
1111	100	-0.09090366710824327
1111	101	0.21932566171548018
1111	102	0.08609668262852921
1111	103	0.18034851103672622
1111	104	0.07905880183010794
1111	105	-0.012498879549511344
1111	106	-0.09107114470073441
1111	107	-0.33891712674231655
1111	108	-0.045844325730669766
1111	109	0.02290443664044517
1111	110	0.20575309106124706
1111	111	-0.049979992146404584
1111	112	-0.08686746383292387
1111	113	-0.032709098974557094
1111	114	-0.017810463056093795
1111	115	0.1962784623656546
1111	116	-0.07220141413193204
1111	117	-0.3523176436271811
1111	118	-0.07331001392962122
1111	119	0.17214382982017185
1111	120	0.005859950793272617
1111	121	0.06285986776861563
1111	122	0.13367375699080952
1111	123	0.33536171035287055
1111	124	0.17711976368256188
1111	125	0.28683880396106076
1111	126	0.21818975638741733
1111	127	0.13629227108703645
1111	128	-0.0908539098106047
1111	129	0.3221449293646259
1111	130	0.09926826224922536
1111	131	-0.08863577969221836
1111	132	-0.0021736487965497986
1111	133	0.060826041199128156
1111	134	-0.001228193414263501
1111	135	0.30130308813490103
1111	136	-0.11198274161586852
1111	137	0.2077922919984161
1111	138	0.1153177820023572
1111	139	0.12639503517342376
1111	140	0.005033435051217339
1111	141	-0.018962546449131423
1111	142	0.07893368106066845
1111	143	-0.15673233740201908
1111	144	-0.09101111428511643
1111	145	-0.02596781868281539
1111	146	-0.0632949791032118
1111	147	0.2920896592966855
1111	148	-0.013141888149419856
1111	149	0.026232169018534535
1111	150	-0.026637852048246202
1111	151	-0.016607952136059367
1112	1	0.12240568760694259
1112	2	0.06873236710828223
1112	3	0.1339468785499207
1112	4	0.1447575641809351
1112	5	0.02836650702293042
1112	6	0.24829761460969024
1112	7	5.065221354385585E-4
1112	8	-0.5372745378670274
1112	9	0.07807335955626371
1112	10	0.05860570352013639
1112	11	0.033537024096226276
1112	12	-0.3810588795708938
1112	13	0.11865499743427677
1112	14	0.07519356655409837
1112	15	0.2463353763061491
1112	16	-0.09625421538677159
1112	17	0.5080300815182355
1112	18	0.24441413330630013
1112	19	0.16678583962940507
1112	20	0.01367113900095518
1112	21	0.15475650821138487
1112	22	0.21185658120904094
1112	23	0.11634741638837909
1112	24	0.10585518355545531
1112	25	0.2496673941556864
1112	26	0.19132606787503192
1112	27	0.19853819562495545
1112	28	0.10362220782540987
1112	29	0.1839249251077959
1112	30	0.42947639875904287
1112	31	0.2850086100837643
1112	32	0.37360241937987837
1112	33	0.5448718236742565
1112	34	0.3668044868720983
1112	35	0.12369739916322686
1112	36	0.14346484481181676
1112	37	0.15550407755703333
1112	38	0.20526620222642578
1112	39	0.04304431414880128
1112	40	-0.03336518693950552
1112	41	0.27390051858562003
1112	42	0.18699360736349036
1112	43	0.15560471380499052
1112	44	0.33757428444835824
1112	45	0.5236344630194765
1112	46	0.17998055089377374
1112	47	0.26405925413340725
1112	48	0.1334756519663074
1112	49	0.48098549096062015
1112	50	0.48243539858987106
1112	51	0.24599181627212374
1112	52	0.21057975900542658
1112	53	0.14106007814940114
1112	54	0.1416208663602916
1112	55	0.18003419926367314
1112	56	0.0736517327490489
1112	57	0.2023687277293149
1112	58	0.429193331592451
1112	59	0.4554609968515422
1112	60	0.11653351466372186
1112	61	0.04842567273178844
1112	62	0.06911367228550347
1112	63	0.16480853068099321
1112	64	0.11677248771770365
1112	65	0.09481127452234972
1112	66	0.11168483792545914
1112	67	0.016626349666942986
1112	68	0.20891602625532357
1112	69	0.16106877654075902
1112	70	0.09301279291437226
1112	71	0.28753175184468915
1112	72	-0.17273090405812752
1112	73	0.022765546854927265
1112	74	0.20254435021332284
1112	75	0.34627591141909875
1112	76	0.43112316065804634
1112	77	0.39751135966982787
1112	78	0.4565104408720231
1112	79	-0.027214224772755813
1112	80	-0.042720433620374365
1112	81	-0.005429906951739838
1112	82	0.05947620967351952
1112	83	0.14651559039577933
1112	84	0.24330288631356467
1112	85	0.4434889237832351
1112	86	0.1778647954412449
1112	87	0.007394732091057676
1112	88	-0.3037545900686709
1112	89	0.02936218532504853
1112	90	0.17507325720520583
1112	91	0.2271223567502858
1112	92	0.09950350971777766
1112	93	0.45726854138796824
1112	94	0.25275810262392184
1112	95	0.28308511938430314
1112	96	0.21444624039732219
1112	97	0.325952100143617
1112	98	-0.2604613004249714
1112	99	0.07898095225532131
1112	100	-0.1422510349401307
1112	101	0.290551385973167
1112	102	-0.1291280208252772
1112	103	0.18053807938061084
1112	104	-0.027632860760895994
1112	105	0.16075159453792764
1112	106	0.2691680112570438
1112	107	-0.013488249186806911
1112	108	-0.11511639661657114
1112	109	0.06854876245012775
1112	110	0.36865926372635727
1112	111	-0.052302787389940875
1112	112	0.23525213013766688
1112	113	0.2663118088479237
1112	114	0.17379415801377718
1112	115	0.3227678565332113
1112	116	0.16323947052922705
1112	117	0.5935560965262567
1112	118	0.24979673470342334
1112	119	0.42555539368904505
1112	120	0.31464179594291863
1112	121	0.3837574289002461
1112	122	0.37551465551144503
1112	123	0.40063718747207133
1112	124	0.3427515226768918
1112	125	0.31160595806380087
1112	126	0.08009304921287708
1112	127	0.37745951900777897
1112	128	0.21030089123258477
1112	129	0.19279135408567072
1112	130	0.4223993316012553
1112	131	0.024791722576608777
1112	132	0.3260461145528595
1112	133	0.2360588204642866
1112	134	0.20225293437412262
1112	135	0.07712203004369655
1112	136	0.014647912618137582
1112	137	0.30677461983105303
1112	138	0.11612003256839643
1112	139	0.24674161541380357
1112	140	0.18481851985390563
1112	141	0.227780476169805
1112	142	0.26570414278118903
1112	143	0.4790682273717195
1112	144	0.1660538880003628
1112	145	0.15950131799163358
1112	146	0.2965260603843092
1112	147	0.33508102777356896
1112	148	0.207473685906173
1112	149	0.29072731753483794
1112	150	0.1731935020894113
1112	151	0.2937107625572537
1113	1	-0.009702417708865596
1113	2	-0.05276988377335812
1113	3	-0.02857899745441017
1113	4	0.055044842951332384
1113	5	0.042024879508879565
1113	6	0.11038717361831374
1113	7	-0.14842019853222865
1113	8	0.041118888273437904
1113	9	0.011132782075662817
1113	10	0.11898294195987802
1113	11	0.08597128991067393
1113	12	-0.00914273861392445
1113	13	0.098040499816193
1113	14	0.0812875781883804
1113	15	-0.06458426602227263
1113	16	-0.050974830136375715
1113	17	0.5179653332352174
1113	18	0.20076731446415863
1113	19	-0.03095345120113535
1113	20	0.047489171000897556
1113	21	0.05906285490385699
1113	22	0.02417885101497319
1113	23	-0.05095173983024637
1113	24	0.10234814238442169
1113	25	0.04338067479835672
1113	26	0.15144835758800212
1113	27	0.12651407786598412
1113	28	0.11506056718279467
1113	29	0.15366559179209816
1113	30	0.09141892284593212
1113	31	0.1740580362443893
1113	32	0.0837196693354656
1113	33	0.15610493891208677
1113	34	0.16869256897982865
1113	35	0.15137732165175777
1113	36	0.14018963248053495
1113	37	0.10931627603780214
1113	38	0.0800285461671848
1113	39	0.1864521854938772
1113	40	0.0796529473675065
1113	41	0.3397773922729215
1113	42	0.27490115049436525
1113	43	-0.07745130687817436
1113	44	0.30810178325456405
1113	45	0.2034479667973983
1113	46	0.012458070425985568
1113	47	0.033169069186911315
1113	48	0.22311151689577002
1113	49	0.30616953660066315
1113	50	-0.021971554259415882
1113	51	0.1894630625663254
1113	52	0.2400245415335931
1113	53	0.3091107881882209
1113	54	0.1216511427027882
1113	55	0.24597092006993648
1113	56	0.23239023107773704
1113	57	0.5137810063422208
1113	58	0.2970965657307616
1113	59	-0.8140233351727133
1113	60	-0.07579244676448837
1113	61	0.09821942066076161
1113	62	0.2683715050134339
1113	63	0.22542043282402346
1113	64	0.2813470250994712
1113	65	0.377192345697587
1113	66	0.48133560793738894
1113	67	0.2788417766162965
1113	68	0.4075410544464617
1113	69	0.15306091703912017
1113	70	0.31273519047815057
1113	71	0.26483992922903354
1113	72	0.21513008431389125
1113	73	-0.22437187094977418
1113	74	-0.5773703896910973
1113	75	-1.105480381032983
1113	76	0.0949959118238084
1113	77	-1.139544716450672
1113	78	-0.9728475948321389
1113	79	-0.18970734235407605
1113	80	0.14683712607870092
1113	81	0.11921620758430862
1113	82	0.1170110249475087
1113	83	0.05140150918764874
1113	84	0.1199897876061371
1113	85	0.3524683855119477
1113	86	0.3117122470249285
1113	87	0.4294558290698447
1113	88	0.25074377138020765
1113	89	0.16942271281125443
1113	90	0.18177140975614492
1113	91	-1.500513719848989
1113	92	0.02175611747723849
1113	93	0.06515053294889128
1113	94	-0.7058913179929718
1113	95	-1.2825769346444176
1113	96	-0.28326444981004784
1113	97	-1.024735952733515
1113	98	-0.0822844578581794
1113	99	0.14001020930688668
1113	100	0.1095131951298356
1113	101	0.1880679195272421
1113	102	0.21534853107351637
1113	103	-0.06451413880560608
1113	104	0.21053504883593632
1113	105	0.20245905174093792
1113	106	0.37078274952354207
1113	107	0.37996907477761965
1113	108	0.30490454357536834
1113	109	0.5315802521142174
1113	110	0.3092178452362404
1113	111	0.279157016135116
1113	112	0.3015047807350726
1113	113	0.25729568288422655
1113	114	0.23809768244210971
1113	115	0.08609675488004598
1113	116	0.30403359769994154
1113	117	0.2361538268715151
1113	118	0.5032918064506688
1113	119	0.2916840032577781
1113	120	0.26880835236489276
1113	121	0.25573625183970705
1113	122	0.1364868373106134
1113	123	0.3136963328048168
1113	124	0.3809273698916087
1113	125	0.4425010567737502
1113	126	0.43005537702641305
1113	127	0.18148193836851334
1113	128	0.3444916762881931
1113	129	0.2452432590509659
1113	130	0.035274147807605516
1113	131	0.11996029616147297
1113	132	0.17586071447801999
1113	133	0.33288421428982673
1113	134	0.3670580406563033
1113	135	0.37776749697091816
1113	136	0.3045860999937915
1113	137	-0.8646240640363061
1113	138	-1.414387508798562
1113	139	-1.2795120557344717
1113	140	-0.19069852775542273
1113	141	0.30461000259639803
1113	142	0.23952071325148694
1113	143	0.20624757595787457
1113	144	0.1306700663775331
1113	145	0.21448255119506854
1113	146	0.18547532136688716
1113	147	0.2554802647542971
1113	148	0.22438270190614418
1113	149	0.19232069982941624
1113	150	0.1595102458013642
1113	151	0.03510978660823483
1114	1	0.15266648459466126
1114	2	0.05651326935424095
1114	3	0.03055616415507245
1114	4	0.16736358950806363
1114	5	0.14445803724489537
1114	6	0.016711808814676488
1114	7	0.24386127498186738
1114	8	0.25310991482421485
1114	9	0.25196537642081296
1114	10	0.14676800273588242
1114	11	0.2328552951639722
1114	12	-0.27313288106340394
1114	13	0.1940233570800629
1114	14	0.19307717639655664
1114	15	0.19176991378734698
1114	16	0.25347278999357314
1114	17	0.701342976031448
1114	18	0.3266673364473789
1114	19	0.3356264458744391
1114	20	0.2922948521570987
1114	21	0.2771280511108145
1114	22	0.39304476440585745
1114	23	0.308921634433041
1114	24	0.28035645066970716
1114	25	0.3317065705251139
1114	26	0.3211254130414929
1114	27	0.43120897194235397
1114	28	0.19708750960315768
1114	29	0.2991199420089643
1114	30	0.3978844057594202
1114	31	0.32598147856020887
1114	32	0.29598362189466343
1114	33	0.3530874212382642
1114	34	0.29034926266169236
1114	35	0.37422394290234706
1114	36	0.3504527242042599
1114	37	0.3916270615069166
1114	38	0.48310357218463906
1114	39	0.20480593757027776
1114	40	0.43882238132493256
1114	41	0.25314023740873637
1114	42	0.2423668788921205
1114	43	0.33155113513847567
1114	44	0.5110054177043324
1114	45	0.29393322924036624
1114	46	-0.29640737168282527
1114	47	0.20893252376799154
1114	48	0.29181758214686226
1114	49	0.20818343226298452
1114	50	-0.10965388150993505
1114	51	0.19258456057516327
1114	52	0.4356462714549636
1114	53	0.25121378598959865
1114	54	0.3006449674162823
1114	55	0.3972584298721529
1114	56	0.3284837501439313
1114	57	0.4757768799395947
1114	58	0.55705664992918
1114	59	0.3134498144262352
1114	60	0.1145914900335967
1114	61	0.3135458118302523
1114	62	0.3774747954272897
1114	63	0.45911996425629553
1114	64	0.49100997788446676
1114	65	0.3611562275943001
1114	66	0.40908955813122816
1114	67	0.5363344903867073
1114	68	0.36508927808591096
1114	69	0.5623333022662749
1114	70	0.5598743144363709
1114	71	0.40186340116403585
1114	72	0.39853874820834534
1114	73	0.04717817279295389
1114	74	-0.219888622789
1114	75	0.33567811381139734
1114	76	0.18581375623331553
1114	77	-0.7043357103099837
1114	78	-0.8319569254117525
1114	79	0.07730407609459178
1114	80	0.24461682080126224
1114	81	0.47004066783956944
1114	82	0.4224173163245126
1114	83	0.4785891751989979
1114	84	0.4002290199294052
1114	85	0.6131344979747624
1114	86	0.5449658501702288
1114	87	0.4339649246646431
1114	88	0.3927216706373997
1114	89	0.3620273426505065
1114	90	0.40503681583275863
1114	91	0.4389384654531554
1114	92	0.4128838447612182
1114	93	0.5119271276495923
1114	94	-0.5535464063330053
1114	95	0.2579982144134547
1114	96	0.2577775071201387
1114	97	-0.7282607548472484
1114	98	0.1055181656318922
1114	99	0.3675878463164892
1114	100	0.2167122673603714
1114	101	0.4528720675253197
1114	102	0.459438340732234
1114	103	0.36486469054763404
1114	104	0.3643710611692086
1114	105	0.4108456653018706
1114	106	0.5859737216680898
1114	107	0.5540788661995109
1114	108	0.526602787632072
1114	109	0.5596057264014505
1114	110	0.3814036425247025
1114	111	0.2902145462531749
1114	112	0.2852106506128962
1114	113	0.44798833926560633
1114	114	0.429710830257342
1114	115	0.3140233792446736
1114	116	0.39404966603226654
1114	117	0.6961686752394982
1114	118	0.6218210365278907
1114	119	0.5355951433219133
1114	120	0.28701087658745195
1114	121	0.42191985438546453
1114	122	0.3007760649061453
1114	123	0.46576951157553026
1114	124	0.3674293145267029
1114	125	0.485808597853584
1114	126	0.4880725859806532
1114	127	0.637461956008778
1114	128	0.5774833897773277
1114	129	0.6041994229580965
1114	130	0.5838777957097889
1114	131	0.5511577373981211
1114	132	0.5835253716337334
1114	133	0.6817638903102505
1114	134	0.43714573789754496
1114	135	0.7419990372549421
1114	136	0.5976224301740132
1114	137	-0.5800642489459165
1114	138	-0.5929336155463361
1114	139	0.2345051556060085
1114	140	0.5150248946949603
1114	141	0.5220676028698605
1114	142	0.4279231774004941
1114	143	0.2905987145067499
1114	144	0.3421698261131638
1114	145	0.3915694732071273
1114	146	0.04815177996251663
1114	147	0.060673136941112205
1114	148	0.561383683544932
1114	149	0.5854791159279316
1114	150	0.49858964102119785
1114	151	0.4348336391780805
1115	1	0.05420248880049883
1115	2	0.13327426945869547
1115	3	0.06525906228983303
1115	4	0.11912815773959551
1115	5	0.09301772158092803
1115	6	0.19186999055358456
1115	7	0.3061772419662603
1115	8	0.31590989236462264
1115	9	0.3136935042723721
1115	10	0.2767137013312464
1115	11	0.30521628485420393
1115	12	-0.002748210301938059
1115	13	0.22823816679930076
1115	14	0.2240996494803298
1115	15	0.2415634015711774
1115	16	0.17896245465863814
1115	17	-15.957967859437275
1115	18	-4.840196165361153
1115	19	-2.4120898743780614
1115	20	-1.0811018824812066
1115	21	-0.35176446184501486
1115	22	0.03551247167953164
1115	23	0.15598402286045143
1115	24	0.14709106074948863
1115	25	0.3582581411754404
1115	26	0.18910471131715667
1115	27	0.2879923500850907
1115	28	0.3575239911381445
1115	29	0.19543848180902756
1115	30	0.4048559771186717
1115	31	0.40471177112780765
1115	32	-0.013416126595508615
1115	33	0.321234946902905
1115	34	0.1503202722173711
1115	35	0.34684237100042736
1115	36	0.3325888764050333
1115	37	0.2466052026115264
1115	38	0.40162637071297524
1115	39	0.28645378177847647
1115	40	0.47249295363997135
1115	41	0.5180128968350104
1115	42	0.35329093126814826
1115	43	0.568258959954882
1115	44	0.530128069366981
1115	45	0.6367209230131934
1115	46	0.5471195125470558
1115	47	0.44774483777447216
1115	48	0.3992023661473496
1115	49	0.549214195948835
1115	50	0.6140887026672814
1115	51	0.37934111581274976
1115	52	0.35007803584753105
1115	53	0.47256094138459304
1115	54	0.36694280737409457
1115	55	0.40595901366479836
1115	56	0.40909048545038473
1115	57	0.2691081367013908
1115	58	0.4740944802318836
1115	59	0.7685003532212633
1115	60	0.29384321536027613
1115	61	0.22972791899827882
1115	62	0.5812648835310128
1115	63	0.5632402648761001
1115	64	0.5272762646200988
1115	65	0.41624779592965666
1115	66	0.43853264485757393
1115	67	0.47962714863980693
1115	68	-0.09446509970016592
1115	69	0.42849512992526684
1115	70	0.45524396769597786
1115	71	0.10497672142939507
1115	72	0.16677956275137262
1115	73	0.5188657510368841
1115	74	0.6035064963895778
1115	75	0.3387393315794469
1115	76	0.28396971679351424
1115	77	0.22502133358064214
1115	78	0.5630119997303495
1115	79	0.36547762477654544
1115	80	0.44453011923439334
1115	81	0.45587920279639604
1115	82	0.4103170524242614
1115	83	0.39124111075501133
1115	84	0.3348750476080298
1115	85	0.5183101486364592
1115	86	0.31284185312761537
1115	87	0.4094102504495467
1115	88	0.5010280508877614
1115	89	0.47932634417092146
1115	90	0.5380133050905798
1115	91	0.5478546425414166
1115	92	0.4800944978868813
1115	93	0.5178033232074242
1115	94	0.5080352322575976
1115	95	0.5605204959946732
1115	96	0.5969588046762127
1115	97	-0.7311641908203015
1115	98	0.21952131562152744
1115	99	0.4141861743313555
1115	100	0.4612113132980866
1115	101	0.4203414137848398
1115	102	0.7216054972125647
1115	103	0.4802433339190557
1115	104	0.6877217944154026
1115	105	0.8080988191341021
1115	106	0.7589907134813174
1115	107	0.530602001621773
1115	108	0.5237438944321511
1115	109	0.5108219793692683
1115	110	0.6477869920596859
1115	111	0.4097049267394226
1115	112	0.5281001967690884
1115	113	0.5622179672989489
1115	114	0.4540242833981907
1115	115	0.47293003609937756
1115	116	0.6955346028897509
1115	117	0.7345824255308244
1115	118	0.8628868384373902
1115	119	0.5627988578127798
1115	120	0.6787793093750736
1115	121	0.6670217961680578
1115	122	0.6525008583233571
1115	123	0.35913034850286607
1115	124	0.7739401504973173
1115	125	0.9472133828139349
1115	126	0.7424783210822739
1115	127	0.7352499681683256
1115	128	0.7020312571038545
1115	129	0.5920266986311233
1115	130	0.6554185082749626
1115	131	0.5616428552498292
1115	132	0.7438009345587133
1115	133	0.8502513212493454
1115	134	0.8041113744027939
1115	135	0.9190976527589072
1115	136	0.7301039300232901
1115	137	-0.9920779994881954
1115	138	-0.09804709453454308
1115	139	0.3849132395547059
1115	140	0.30229237436134326
1115	141	0.6077791909232388
1115	142	0.6469977103208961
1115	143	0.6498851141865458
1115	144	0.7171553575539349
1115	145	0.7156699052406594
1115	146	0.7169113296037111
1115	147	0.7885839209033279
1115	148	0.8279012887623338
1115	149	0.6108242675254942
1115	150	0.43688535296370645
1115	151	0.7328354566486937
1116	1	0.097445052117898
1116	2	0.08931808072657077
1116	3	0.02180821445578829
1116	4	0.11760962559336008
1116	5	0.1149337070097971
1116	6	0.13098190176164337
1116	7	0.2296458567205235
1116	8	0.13391910017140418
1116	9	0.20603864049954268
1116	10	0.13419282504315078
1116	11	0.10108930281842987
1116	12	-0.021629327208835036
1116	13	0.13989541831571017
1116	14	0.014290954417333523
1116	15	0.05398970602354325
1116	16	0.1413896844714273
1116	17	0.7166518880052024
1116	18	0.36767335066279827
1116	19	0.32578500246273734
1116	20	0.30487002984983036
1116	21	0.3766359789402287
1116	22	0.30447177370054845
1116	23	0.15528576783927406
1116	24	0.0835275824356998
1116	25	0.19830033761095223
1116	26	0.3850947952175474
1116	27	0.2442215471200484
1116	28	0.22715858669446476
1116	29	0.17664864621891496
1116	30	0.27431961625696033
1116	31	0.3210607568543651
1116	32	-0.14032036935739
1116	33	0.23499010029786405
1116	34	0.18482711941401675
1116	35	0.21566735460272923
1116	36	0.3263958625312142
1116	37	0.1975319275539391
1116	38	0.15888268645473147
1116	39	0.20425919071406895
1116	40	0.23761953824128312
1116	41	0.2799308333628119
1116	42	0.027495364403328892
1116	43	0.005143261983747038
1116	44	0.23271126789568797
1116	45	0.25839468358700657
1116	46	0.2929857393067863
1116	47	0.2652474499571724
1116	48	0.4077279156624414
1116	49	0.6166033338485519
1116	50	0.27689614582740774
1116	51	0.24944623362053875
1116	52	0.3667561675730582
1116	53	0.24465282371512842
1116	54	0.2579987126322436
1116	55	0.37538855562392826
1116	56	0.09830332368137817
1116	57	0.2078709203988609
1116	58	-0.012106827380826246
1116	59	0.18496430321792445
1116	60	0.18621532819653197
1116	61	0.2594178730658996
1116	62	0.20524953572252969
1116	63	0.2688520582967584
1116	64	0.41774589915291926
1116	65	0.43059307833240723
1116	66	0.26802886923018576
1116	67	0.4570561962368984
1116	68	0.13436210476715615
1116	69	0.2955208364379516
1116	70	0.3078240137256003
1116	71	0.106073351956816
1116	72	0.10602918013835705
1116	73	0.32273858832056845
1116	74	0.3306854614100132
1116	75	0.5095436140847696
1116	76	0.6964753199293199
1116	77	0.46843629625097805
1116	78	0.4873432386123042
1116	79	0.20305585302187268
1116	80	0.3627141417416695
1116	81	0.4306748941927694
1116	82	0.26167374060007376
1116	83	0.23474007733130975
1116	84	0.1766095557413223
1116	85	0.6535937653339801
1116	86	0.3929702241450812
1116	87	0.45802178633768875
1116	88	0.2522077285925661
1116	89	0.38936468546078373
1116	90	0.24483998696452858
1116	91	0.48759893565544843
1116	92	0.4757597332248622
1116	93	0.5573071167146608
1116	94	0.5842338014307984
1116	95	0.37992276334729524
1116	96	0.4879579335826847
1116	97	0.6189234988432943
1116	98	0.6211004510337546
1116	99	0.45397384959697007
1116	100	-0.0030799688342639797
1116	101	0.2106632102262509
1116	102	0.2555017633675547
1116	103	0.19154593713046353
1116	104	0.3233650469537963
1116	105	0.36655916994921967
1116	106	0.6154980519031881
1116	107	0.4474632292394176
1116	108	0.3680461993324542
1116	109	0.3152098816775606
1116	110	0.4071007447663604
1116	111	0.22952564521435193
1116	112	0.41971037723946836
1116	113	0.49172808776205557
1116	114	0.3394975989834279
1116	115	0.42610648476681234
1116	116	0.5701021537304598
1116	117	0.7787274505265387
1116	118	0.6606400633184819
1116	119	0.6225278934586029
1116	120	0.44338047746224873
1116	121	0.40825118298032237
1116	122	0.4369160321013368
1116	123	0.45975529615726884
1116	124	0.2619071712790273
1116	125	0.6935724032117037
1116	126	0.34646515022340907
1116	127	0.5117101790814971
1116	128	0.43806294144491176
1116	129	0.568114130448528
1116	130	0.21865089576446195
1116	131	0.28489201842600664
1116	132	0.47581624096123676
1116	133	0.3411405988941709
1116	134	0.4114486356558871
1116	135	0.6135135260466313
1116	136	0.6916628894413677
1116	137	0.8781096165543545
1116	138	0.5382856299429974
1116	139	0.775237796393327
1116	140	0.39802106746697063
1116	141	0.4520840052755517
1116	142	0.6296727673403524
1116	143	0.41853747885885895
1116	144	0.5942201268239344
1116	145	0.4074251320370905
1116	146	0.5489719002468263
1116	147	0.5997655371598114
1116	148	0.4837456299637424
1116	149	0.23064040625051518
1116	150	0.3646366612508274
1116	151	0.17512888248042913
1117	1	0.03380922744338477
1117	2	0.09963321172125461
1117	3	-0.06429812750832298
1117	4	0.09680509927196113
1117	5	0.064540175031091
1117	6	0.0628343675420524
1117	7	0.06083222553690604
1117	8	0.1158890296931574
1117	9	0.06649692575049215
1117	10	-0.030150117580767244
1117	11	0.19187982212014987
1117	12	-0.07347266656856277
1117	13	-0.01027432472524481
1117	14	-0.018898316409206473
1117	15	0.11231915184499996
1117	16	0.2348744141850574
1117	17	0.5069828525013875
1117	18	0.3117883962619601
1117	19	0.10340065918476427
1117	20	0.40061720164751335
1117	21	0.21019767240627374
1117	22	0.12146667811566658
1117	23	0.09629070413099328
1117	24	0.35290131475250774
1117	25	0.26249847915071456
1117	26	0.12685571533322104
1117	27	0.06736959934185904
1117	28	0.11974169311488225
1117	29	0.156164502776015
1117	30	0.21007686065280495
1117	31	0.18242000666737113
1117	32	0.45127380194983857
1117	33	0.2208594188165307
1117	34	0.29390760857579323
1117	35	0.3144530735508937
1117	36	0.2649155858401713
1117	37	0.19384872214420312
1117	38	0.09872645937932845
1117	39	0.30515195107905413
1117	40	0.2481149220330181
1117	41	0.21912904975839353
