##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	NGS200B_25_192564_FC_F_BRCAv2_Pan1449_S1_R2_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	663216
Sequences flagged as poor quality	0
Sequence length	151
%GC	43
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
39	35.868704916648575	38.0	37.0	38.0	32.0	38.0
40	35.806235072736484	38.0	37.0	38.0	31.0	38.0
41	35.86304009553449	38.0	37.0	38.0	32.0	38.0
42	35.80069841499602	38.0	37.0	38.0	31.0	38.0
43	35.82837265687197	38.0	37.0	38.0	31.0	38.0
44	35.70174875153796	38.0	37.0	38.0	31.0	38.0
45	35.70263684832694	38.0	37.0	38.0	31.0	38.0
46	35.712472256399124	38.0	37.0	38.0	31.0	38.0
47	35.732203384719305	38.0	37.0	38.0	31.0	38.0
48	35.72418488094377	38.0	37.0	38.0	31.0	38.0
49	35.640224300981885	38.0	37.0	38.0	31.0	38.0
50	35.49678385322429	38.0	37.0	38.0	31.0	38.0
51	35.64938873609805	38.0	37.0	38.0	31.0	38.0
52	35.657420810113145	38.0	37.0	38.0	31.0	38.0
53	35.63376486695134	38.0	37.0	38.0	31.0	38.0
54	35.45259312199947	38.0	37.0	38.0	31.0	38.0
55	35.59344617741429	38.0	37.0	38.0	31.0	38.0
56	35.555451014450796	38.0	37.0	38.0	31.0	38.0
57	35.53032797761212	38.0	37.0	38.0	31.0	38.0
58	35.453520421702734	38.0	37.0	38.0	31.0	38.0
59	35.55538014764421	38.0	37.0	38.0	31.0	38.0
60	35.539807543846955	38.0	37.0	38.0	31.0	38.0
61	35.446334225953535	38.0	37.0	38.0	31.0	38.0
62	35.41650985500953	38.0	37.0	38.0	31.0	38.0
63	35.527794866227595	38.0	37.0	38.0	31.0	38.0
64	35.462945706979326	38.0	37.0	38.0	31.0	38.0
65	35.27317646136402	38.0	36.0	38.0	27.0	38.0
66	35.357746194301704	38.0	36.0	38.0	27.0	38.0
67	35.480440761380905	38.0	37.0	38.0	31.0	38.0
68	35.44202492099105	38.0	37.0	38.0	31.0	38.0
69	35.26351294299293	38.0	36.0	38.0	27.0	38.0
70	35.29017243251067	38.0	36.0	38.0	27.0	38.0
71	35.4111315167306	38.0	37.0	38.0	30.0	38.0
72	35.37658470241973	38.0	37.0	38.0	29.0	38.0
73	35.222702709222936	38.0	36.0	38.0	27.0	38.0
74	35.26800921570047	38.0	36.0	38.0	27.0	38.0
75	35.32245904803262	38.0	36.0	38.0	27.0	38.0
76	35.34382162070879	38.0	36.0	38.0	28.0	38.0
77	35.30022496441582	38.0	36.0	38.0	27.0	38.0
78	35.31240199271429	38.0	36.0	38.0	27.0	38.0
79	35.309329087356154	38.0	36.0	38.0	27.0	38.0
80	35.33301066319269	38.0	36.0	38.0	27.0	38.0
81	35.26309980458855	38.0	36.0	38.0	27.0	38.0
82	35.29436563653471	38.0	36.0	38.0	27.0	38.0
83	35.31918258908108	38.0	36.0	38.0	27.0	38.0
84	35.30584153578925	38.0	36.0	38.0	27.0	38.0
85	35.2261736749415	38.0	36.0	38.0	27.0	38.0
86	35.26449301585004	38.0	36.0	38.0	27.0	38.0
87	35.24747895105064	38.0	36.0	38.0	27.0	38.0
88	35.228340389857905	38.0	36.0	38.0	27.0	38.0
89	35.15196858941883	38.0	36.0	38.0	27.0	38.0
90	35.14527695351138	38.0	36.0	38.0	27.0	38.0
91	35.16392698607995	38.0	36.0	38.0	27.0	38.0
92	35.17637240356083	38.0	36.0	38.0	27.0	38.0
93	35.144075233408124	38.0	36.0	38.0	27.0	38.0
94	35.11444536923114	38.0	36.0	38.0	27.0	38.0
95	35.127177269547175	38.0	36.0	38.0	27.0	38.0
96	35.144123483148775	38.0	36.0	38.0	27.0	38.0
97	35.01260675255121	38.0	36.0	38.0	27.0	38.0
98	35.01585456321922	38.0	36.0	38.0	27.0	38.0
99	35.002162191503224	38.0	36.0	38.0	27.0	38.0
100	35.020334250078406	38.0	36.0	38.0	27.0	38.0
101	34.95810414706521	38.0	36.0	38.0	27.0	38.0
102	34.91551771971726	38.0	36.0	38.0	27.0	38.0
103	34.97616915152831	38.0	36.0	38.0	27.0	38.0
104	34.93796741936262	38.0	36.0	38.0	27.0	38.0
105	34.75764456828544	38.0	36.0	38.0	27.0	38.0
106	34.92984336927939	38.0	36.0	38.0	27.0	38.0
107	34.924814841620226	38.0	36.0	38.0	27.0	38.0
108	34.906580963064826	38.0	36.0	38.0	27.0	38.0
109	34.87993655159104	38.0	36.0	38.0	27.0	38.0
110	34.87009209669248	38.0	36.0	38.0	27.0	38.0
111	34.790080456442546	38.0	36.0	38.0	27.0	38.0
112	34.7720652095245	38.0	36.0	38.0	27.0	38.0
113	34.76083206677764	38.0	36.0	38.0	27.0	38.0
114	34.79503510168633	38.0	36.0	38.0	27.0	38.0
115	34.74556554727268	38.0	36.0	38.0	27.0	38.0
116	34.7171916841572	38.0	36.0	38.0	25.0	38.0
117	34.674537405611446	38.0	36.0	38.0	25.0	38.0
118	34.625340763793396	38.0	36.0	38.0	25.0	38.0
119	34.59855160309763	38.0	36.0	38.0	25.0	38.0
120	34.532176545801065	38.0	35.0	38.0	25.0	38.0
121	34.54755615063569	38.0	35.0	38.0	25.0	38.0
122	34.54781700079612	38.0	35.0	38.0	25.0	38.0
123	34.54068960941835	38.0	35.0	38.0	25.0	38.0
124	34.53609985283829	38.0	35.0	38.0	25.0	38.0
125	34.525002412487034	38.0	35.0	38.0	25.0	38.0
126	34.461424332344215	38.0	35.0	38.0	24.0	38.0
127	34.41564739089527	38.0	35.0	38.0	24.0	38.0
128	34.37503618730549	38.0	35.0	38.0	24.0	38.0
129	34.246035982244095	38.0	35.0	38.0	24.0	38.0
130	34.27331668717281	38.0	35.0	38.0	24.0	38.0
131	34.295742261947844	38.0	35.0	38.0	24.0	38.0
132	34.30913156498034	38.0	35.0	38.0	24.0	38.0
133	34.20147433113797	38.0	34.0	38.0	24.0	38.0
134	34.22725024727992	38.0	35.0	38.0	24.0	38.0
135	34.222951496948205	38.0	34.0	38.0	24.0	38.0
136	34.17381667511037	38.0	34.0	38.0	24.0	38.0
137	34.10393446478975	38.0	34.0	38.0	24.0	38.0
138	33.96372373404743	38.0	34.0	38.0	23.0	38.0
139	33.97379285180092	38.0	34.0	38.0	23.0	38.0
140	33.86885268147934	38.0	34.0	38.0	23.0	38.0
141	33.887392644327036	37.0	34.0	38.0	23.0	38.0
142	33.79462648669514	37.0	34.0	38.0	23.0	38.0
143	33.82156039661287	37.0	34.0	38.0	23.0	38.0
144	33.73514209548624	37.0	34.0	38.0	23.0	38.0
145	33.62388874816048	37.0	34.0	38.0	22.0	38.0
146	33.60532315263806	37.0	34.0	38.0	22.0	38.0
147	33.66644049600733	37.0	34.0	38.0	23.0	38.0
148	33.584206352078354	37.0	34.0	38.0	22.0	38.0
149	33.50132536006369	37.0	34.0	38.0	22.0	38.0
150	33.44800185761502	37.0	34.0	38.0	22.0	38.0
151	30.479614484572146	35.0	25.0	37.0	11.0	38.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.35408205423140515
1101	2	0.3115983968717373
1101	3	0.25411208719414446
1101	4	0.19478103130602875
1101	5	0.22253114916573935
1101	6	0.3699684951636115
1101	7	0.3334114137726516
1101	8	0.3954653310972418
1101	9	0.3489200021533989
1101	10	0.38040184546361644
1101	11	0.40566291621512107
1101	12	0.43828570586751425
1101	13	0.2846249689219533
1101	14	0.4047863730819685
1101	15	0.42013145328307644
1101	16	0.35262919106295243
1101	17	0.35989815745110576
1101	18	0.396811952622258
1101	19	0.4490953200084462
1101	20	0.5552063148379247
1101	21	0.6613208424363464
1101	22	0.5614471674000328
1101	23	0.8533322267270549
1101	24	0.4820711067922474
1101	25	0.43748940657464175
1101	26	0.4142935981405458
1101	27	0.42869423369178605
1101	28	0.5450221583780532
1101	29	0.4304806274339086
1101	30	0.37567764409474336
1101	31	0.3386095707454331
1101	32	0.2026196355565517
1101	33	0.42500735264248846
1101	34	0.3602306826180879
1101	35	0.26044556094208815
1101	36	0.25888019974424026
1101	37	0.21925392668941868
1101	38	0.341344282111784
1101	39	0.2868494062794795
1101	40	0.2614428968773552
1101	41	0.2646948027339917
1101	42	0.18280287130013306
1101	43	0.15008986231241295
1101	44	0.3850231038019203
1101	45	0.3567316965791889
1101	46	0.38083866979371805
1101	47	0.33407168464625414
1101	48	0.13554148483287776
1101	49	0.3224739166656363
1101	50	0.5201203219372772
1101	51	0.43794337692975205
1101	52	0.4849392310484646
1101	53	0.2998029303484202
1101	54	0.5673231953925466
1101	55	0.5464386237741579
1101	56	0.5373816164381182
1101	57	0.4485876898478196
1101	58	0.4032342019659225
1101	59	0.19328596955599409
1101	60	0.26014761709170386
1101	61	0.3185765424714546
1101	62	0.6163364517299286
1101	63	0.49069971240515287
1101	64	0.3679730311761915
1101	65	0.4223020403807354
1101	66	0.5541470502898136
1101	67	0.3918904999647026
1101	68	0.31247076418326714
1101	69	0.47886889423999435
1101	70	0.5548993014312202
1101	71	0.3169831934931864
1101	72	0.44175488475892166
1101	73	0.5340119412411539
1101	74	0.3679975542466565
1101	75	0.5008984196482089
1101	76	0.39194996939237825
1101	77	0.42531785154740476
1101	78	0.39080036915829197
1101	79	0.28254797654377484
1101	80	-0.021659292197639957
1101	81	0.30146309227440327
1101	82	0.4833512757236491
1101	83	0.3317612483022643
1101	84	0.39766148308417826
1101	85	0.2747672163325703
1101	86	0.13883609155289633
1101	87	0.3144028274827235
1101	88	0.12030380464886292
1101	89	0.39741522542638563
1101	90	0.37072888859596986
1101	91	0.5120468014080544
1101	92	0.4888610264194355
1101	93	0.4392891687598848
1101	94	0.2593701406149904
1101	95	0.11557863132187407
1101	96	0.24938828412021508
1101	97	0.3756471453934509
1101	98	0.231399377388108
1101	99	0.28051793626016064
1101	100	0.29430885475375845
1101	101	0.3842583229601786
1101	102	0.23090356562345704
1101	103	0.10300981825948696
1101	104	0.25046421479301983
1101	105	0.5408197458550106
1101	106	0.3128993834741749
1101	107	0.18961937223679115
1101	108	0.24590817424419242
1101	109	0.303693439358355
1101	110	0.3278905507594061
1101	111	0.17825122201540466
1101	112	0.28148404592917586
1101	113	0.28596338316894787
1101	114	0.18624723474204075
1101	115	0.3572467489886719
1101	116	0.21084178777893925
1101	117	0.3863767830496272
1101	118	0.2549185631744493
1101	119	0.2102158116592321
1101	120	0.02437237594097752
1101	121	0.24549893555197855
1101	122	0.10495351212166781
1101	123	0.19714135095608043
1101	124	0.28271987511269714
1101	125	0.26768099769229536
1101	126	0.4687616753643553
1101	127	0.3671866544174165
1101	128	0.2940164668203451
1101	129	0.44777009934426815
1101	130	0.3986700044403122
1101	131	0.10688601297380274
1101	132	-0.0817815790251828
1101	133	0.28418711277978304
1101	134	0.24040946806680097
1101	135	0.32688780700763687
1101	136	0.029149265307161443
1101	137	0.31355726682474483
1101	138	0.0442460884089968
1101	139	0.03102917800621441
1101	140	0.6469580223436253
1101	141	0.21862026974200433
1101	142	0.09580108299343948
1101	143	0.31967577041169193
1101	144	-0.008662919439679229
1101	145	-0.1708866831330198
1101	146	0.2331444208649529
1101	147	0.10529218363852522
1101	148	0.0936333918814185
1101	149	-0.016686145815363318
1101	150	-0.16656678382605605
1101	151	-0.5754687577581876
1102	1	0.10912603118508457
1102	2	0.0127044072771767
1102	3	-0.028665446636843228
1102	4	0.06322088067997811
1102	5	-0.03596019515850202
1102	6	-0.07889023303087583
1102	7	-0.31980269610985346
1102	8	0.0905920725446876
1102	9	0.10701748329186955
1102	10	-0.17989807602987185
1102	11	0.22194649770887054
1102	12	0.030083238900125764
1102	13	0.1141364987344744
1102	14	-0.2153575998798587
1102	15	0.04247041513423255
1102	16	-0.10664775064262955
1102	17	-0.04447984475772415
1102	18	-0.29080397754686516
1102	19	-0.1247181006134852
1102	20	0.1463047407158058
1102	21	0.04286276358386942
1102	22	-0.27856347755093225
1102	23	0.35576566251803854
1102	24	-0.05420023300789012
1102	25	0.09188856562351333
1102	26	0.21947955212774417
1102	27	0.27540028667702643
1102	28	-0.3295193768899978
1102	29	-0.3626326215381894
1102	30	-0.5341545648656378
1102	31	0.14458591234190976
1102	32	-0.12585055192764827
1102	33	-0.4970455261514388
1102	34	0.021072165992009673
1102	35	0.013823869193259952
1102	36	-0.003370941261444216
1102	37	0.0632572266242235
1102	38	0.05650721639251799
1102	39	0.03722557223426293
1102	40	0.2448700388410785
1102	41	0.14166684643151228
1102	42	0.2233047807382107
1102	43	-0.05845856556139495
1102	44	0.27260523625172084
1102	45	0.1993713782951545
1102	46	0.2862532241029285
1102	47	0.055334175830907384
1102	48	0.018726720285883403
1102	49	-0.05266692934184647
1102	50	0.2726648644039784
1102	51	0.24541879374611142
1102	52	0.20230992815969273
1102	53	0.10939163605544167
1102	54	0.3336601347030168
1102	55	0.01736726268411104
1102	56	0.3040198078609535
1102	57	0.07461938518932243
1102	58	0.2272846058087552
1102	59	0.17098799076605786
1102	60	0.1582155584912499
1102	61	0.25202297840880306
1102	62	0.19435409573615914
1102	63	0.25581647421106624
1102	64	0.07970563000790776
1102	65	0.2619276042304861
1102	66	0.22558717909371495
1102	67	0.09180507423319284
1102	68	0.08225001451259573
1102	69	0.41387827510303765
1102	70	0.3107126422160178
1102	71	0.1593101797745078
1102	72	-0.11749783968321736
1102	73	0.37704016366740234
1102	74	0.001077005499439565
1102	75	0.11965482325152976
1102	76	0.33813734714176746
1102	77	0.2583515295110246
1102	78	0.11299349518120749
1102	79	0.06774324486307393
1102	80	0.0091205835225594
1102	81	0.10612584692159288
1102	82	0.021284824617239906
1102	83	0.33806838175003406
1102	84	0.08133532178656111
1102	85	-0.01663671963805058
1102	86	0.11193044573703048
1102	87	0.10418766641130617
1102	88	0.10570585114068365
1102	89	0.1323514222515243
1102	90	0.1614230724608845
1102	91	-0.03961075051934415
1102	92	0.05671912922304756
1102	93	-0.018075407504532848
1102	94	0.18199252428563994
1102	95	0.29868110228111533
1102	96	-0.15379881419921304
1102	97	0.2231332071607781
1102	98	0.14370627132447567
1102	99	0.2930002057637111
1102	100	0.28050874032053486
1102	101	-0.06386989547421962
1102	102	-0.053777019316598285
1102	103	0.12492431269085102
1102	104	0.11198564440994119
1102	105	0.21410411241389937
1102	106	0.24861851644291733
1102	107	-0.15619356936234396
1102	108	0.09932719943280688
1102	109	0.10046349511128483
1102	110	-0.018169353702155888
1102	111	0.2909764625247675
1102	112	0.1047773276344941
1102	113	0.01278865960501463
1102	114	-0.3200205123871527
1102	115	0.043851674939730856
1102	116	0.11750446258899672
1102	117	0.1415724505545839
1102	118	8.291721987063738E-4
1102	119	0.07691467930257545
1102	120	0.22110517436552612
1102	121	0.3043713691208296
1102	122	0.25832303828828884
1102	123	0.2943773894375781
1102	124	0.20370692819108882
1102	125	0.2425522603165433
1102	126	0.14056160351093183
1102	127	0.12232537143469813
1102	128	0.1370971156301053
1102	129	0.2703453791068853
1102	130	0.23488945010448958
1102	131	0.17887914698043517
1102	132	0.26417666615465407
1102	133	0.41422955952176466
1102	134	0.23395809553343838
1102	135	0.12506618977345596
1102	136	-0.08121944918194401
1102	137	-0.14151039514483443
1102	138	0.1615281663034267
1102	139	0.028337868278057954
1102	140	0.11894130977061224
1102	141	0.12001316157599717
1102	142	-0.27312603901101085
1102	143	0.10336211693145714
1102	144	0.34615165882066634
1102	145	-0.193241612410624
1102	146	0.15148913098963135
1102	147	0.0015523462401461074
1102	148	-0.0549584141675723
1102	149	0.17754721812219998
1102	150	-0.2038110721445534
1102	151	-0.056706233308066345
1103	1	0.3382462233955792
1103	2	0.2750416203149584
1103	3	0.2661567092387642
1103	4	0.38154759807260064
1103	5	0.19134566798025787
1103	6	0.35349996369507863
1103	7	0.16166649202773442
1103	8	0.38064182127373414
1103	9	0.18905486728826304
1103	10	0.3238850289467976
1103	11	0.13415442470662953
1103	12	0.3222300948118999
1103	13	0.3601427844397733
1103	14	0.49675940005499086
1103	15	0.3286862318378567
1103	16	0.511373779807542
1103	17	0.43179459434753653
1103	18	0.50111598192629
1103	19	0.30867740459052584
1103	20	0.7170677866993955
1103	21	0.5267121178276213
1103	22	0.5144291853820562
1103	23	0.5432273316221554
1103	24	0.41350633822747795
1103	25	0.5222995963848334
1103	26	0.38033255917950726
1103	27	0.6109702909678418
1103	28	0.5027993811552776
1103	29	0.41950327145655564
1103	30	0.4444438778609836
1103	31	0.31331486545072806
1103	32	0.41993731787422917
1103	33	0.39498237761750943
1103	34	0.5046179620053692
1103	35	0.2805970760936063
1103	36	0.33935472521876164
1103	37	0.28181802925352173
1103	38	0.12635593712344217
1103	39	0.2752843047143756
1103	40	0.46282484825930226
1103	41	0.4475802506194384
1103	42	0.35986414336140626
1103	43	0.3687745109970564
1103	44	0.10608037985919339
1103	45	0.37859316844065916
1103	46	0.3855406344956833
1103	47	0.25878530435987557
1103	48	0.45331371260510167
1103	49	0.2764915656832869
1103	50	0.5984103652273163
1103	51	0.2739240629104316
1103	52	0.47030719641642804
1103	53	0.412072327617814
1103	54	0.5328226958920439
1103	55	0.40706133439686454
1103	56	0.5548341638906678
1103	57	0.35723237849250467
1103	58	0.5198209485526704
1103	59	0.3943315906016167
1103	60	0.4448795518236395
1103	61	0.4834699823648947
1103	62	0.42486459025806766
1103	63	0.15147893318437156
1103	64	0.3282094614126194
1103	65	0.142416925495624
1103	66	0.4786775198202804
1103	67	0.22033039340459482
1103	68	0.3614118231243282
1103	69	0.584807955179059
1103	70	0.3869888785207962
1103	71	0.26533484184484024
1103	72	0.20456873757277094
1103	73	0.42128300351221526
1103	74	0.43795093420003894
1103	75	0.5797861985359916
1103	76	0.44646045890286246
1103	77	0.4613168525464033
1103	78	0.28252697588489895
1103	79	0.4737834077792087
1103	80	0.46937467383632736
1103	81	0.6465996224109389
1103	82	0.6727685251408957
1103	83	0.6054458969869145
1103	84	0.3697777002003946
1103	85	0.6626693142346625
1103	86	0.4584198411366458
1103	87	0.36541847849837694
1103	88	0.5679961123411701
1103	89	0.5887771967883566
1103	90	0.6522107400778197
1103	91	0.7497774041386549
1103	92	0.7132582958167006
1103	93	0.5456594651301856
1103	94	0.3321190583639151
1103	95	0.48943810518134967
1103	96	0.097966372698302
1103	97	0.3850527397990433
1103	98	0.3215925175812444
1103	99	0.3926824384246643
1103	100	0.4928203432652438
1103	101	0.42078679448864875
1103	102	0.6043717640916526
1103	103	0.47037245562212604
1103	104	0.3870509613797708
1103	105	0.4742080242432891
1103	106	0.23863198420677634
1103	107	0.36527538289280415
1103	108	0.41890184723786916
1103	109	0.3829175485824621
1103	110	0.5501882530571081
1103	111	0.48698915075333815
1103	112	0.4895959340410627
1103	113	0.5403256875312508
1103	114	0.3141892926840981
1103	115	0.31355544029736393
1103	116	0.47392703586418605
1103	117	0.22490325657609844
1103	118	0.5402732085290936
1103	119	0.4977682592116821
1103	120	0.48276731433591635
1103	121	0.4077333677864132
1103	122	0.4591176812858393
1103	123	0.252362796177529
1103	124	0.16698227937510524
1103	125	0.5119367419480412
1103	126	0.5613873829900626
1103	127	0.43401649124725594
1103	128	0.5869035797074602
1103	129	0.5028816544558197
1103	130	0.4845507903210944
1103	131	0.5939822500700416
1103	132	0.43938059213699177
1103	133	0.7944535130461858
1103	134	0.4811387387960764
1103	135	0.5501645302843556
1103	136	0.48672002787792223
1103	137	0.6061563344238152
1103	138	0.6554182495811602
1103	139	0.7878523548293899
1103	140	0.7124625178481239
1103	141	0.618097459219193
1103	142	0.6355596577520117
1103	143	0.30856354929947116
1103	144	0.4781436073668459
1103	145	0.471124638878301
1103	146	0.6098460525665885
1103	147	0.5486038719502133
1103	148	0.5067635950116198
1103	149	0.2685186493894278
1103	150	0.5158274885682133
1103	151	0.33364213135270404
1104	1	-0.07039285479795865
1104	2	-0.11282573784942684
1104	3	0.04508103024229371
1104	4	0.15120313505487104
1104	5	0.1085766767954226
1104	6	0.22017413111181838
1104	7	-0.22138252715990347
1104	8	0.05735413536228151
1104	9	0.0997620094310463
1104	10	-0.006505152928532709
1104	11	-0.0683372530325741
1104	12	-0.057098909517101504
1104	13	0.08198639737248925
1104	14	0.2211086206913393
1104	15	-0.1408857253578617
1104	16	-0.0017382456807197855
1104	17	0.17524215338915639
1104	18	0.27769542558493754
1104	19	0.2119623759448075
1104	20	0.35549234344078684
1104	21	0.31269428747315686
1104	22	0.2874368432906991
1104	23	0.32881839072806684
1104	24	0.39731186163696464
1104	25	0.1385844391548261
1104	26	0.22223639241997262
1104	27	0.494785458198848
1104	28	0.481098996831129
1104	29	0.2846094249290445
1104	30	0.1266567420045348
1104	31	0.01112036028592911
1104	32	0.10853653493879278
1104	33	0.2124694834709544
1104	34	-0.008299401159518993
1104	35	0.04968648503449913
1104	36	-0.06611260722876722
1104	37	0.1096508125318536
1104	38	-0.0643881372839985
1104	39	0.29994748531814963
1104	40	0.26575871307435506
1104	41	0.24642620664361203
1104	42	0.32651616570649367
1104	43	0.14128390479358188
1104	44	0.2373917252794513
1104	45	-0.35261923851432186
1104	46	0.015025011504810948
1104	47	-0.037760421641294784
1104	48	0.13344958333503598
1104	49	0.13867599841226763
1104	50	0.4177440843135116
1104	51	0.14614342770405386
1104	52	0.010439781103471546
1104	53	0.17767210188095817
1104	54	0.2109958703523489
1104	55	-0.2550084440095475
1104	56	0.09638474752046022
1104	57	0.1357959491352858
1104	58	0.26267737705266114
1104	59	0.1183397056988369
1104	60	0.10702076594505172
1104	61	0.3465616486743812
1104	62	-0.025819763891632874
1104	63	0.06381302373628017
1104	64	0.17653357953872018
1104	65	0.24825786673260097
1104	66	0.2074736137153863
1104	67	0.11961496471887045
1104	68	0.24613243804296303
1104	69	0.24396494230634147
1104	70	0.1695189172389533
1104	71	0.058592739063129784
1104	72	0.004945203790818198
1104	73	0.27137336969168757
1104	74	0.30351249035565786
1104	75	0.22147893923862938
1104	76	0.15119343220019488
1104	77	0.1448084159884644
1104	78	-0.016433277283276482
1104	79	0.27471350078850776
1104	80	0.26325227588224465
1104	81	0.4567038471191225
1104	82	0.22757400568895036
1104	83	0.28403339859421806
1104	84	0.15652244610355837
1104	85	0.2785058978930337
1104	86	0.18753203807062846
1104	87	0.2556146409717641
1104	88	0.32377168989892624
1104	89	0.24883605981751344
1104	90	0.20389805166612263
1104	91	0.39204341645417173
1104	92	0.05629438513992113
1104	93	0.13367183779602243
1104	94	-0.011234919891059292
1104	95	0.09880618484645964
1104	96	-0.11585500943991178
1104	97	-0.09670793626856522
1104	98	0.12772670242830486
1104	99	0.16967085155169315
1104	100	-0.26921657471226723
1104	101	-0.07254289562322214
1104	102	0.1487422725710701
1104	103	-0.015915458883611677
1104	104	0.0429986990106741
1104	105	0.4025240701335946
1104	106	0.11457493564477517
1104	107	0.2539910401728136
1104	108	-0.032250410845087174
1104	109	0.09583526892592431
1104	110	-0.16467609052010346
1104	111	0.04158032415639212
1104	112	-0.059809006452987035
1104	113	0.07976891756854343
1104	114	-0.03229892756650088
1104	115	-0.10095922545492897
1104	116	-0.22311945449913395
1104	117	-0.2735555178727722
1104	118	-0.07186657687802267
1104	119	-0.0163831559298373
1104	120	0.19720304362313357
1104	121	0.11341465020036878
1104	122	0.1816667219041861
1104	123	-0.13745118522061262
1104	124	0.02835413084596894
1104	125	0.21191388251924081
1104	126	-0.019693939427895657
1104	127	-0.0408559960014685
1104	128	-0.7606454609108866
1104	129	0.18712865058400752
1104	130	-0.056724765805945765
1104	131	-0.046663957407844237
1104	132	0.03180054841833169
1104	133	0.03214513935167673
1104	134	0.016345830933857997
1104	135	-0.11459480279180667
1104	136	-0.005763149011194457
1104	137	0.0076589846888381885
1104	138	0.319138193004072
1104	139	0.3185268508504251
1104	140	0.13709426673730007
1104	141	0.15543333566397877
1104	142	0.05452834033455645
1104	143	-0.05606934256114471
1104	144	0.3212279157976923
1104	145	0.33828992683567094
1104	146	0.22752031999333155
1104	147	0.21741539595975468
1104	148	0.20853734381507394
1104	149	0.1685622251755845
1104	150	0.29465179957074383
1104	151	0.17991247267254806
1105	1	0.1657353411248934
1105	2	0.03016244280187408
1105	3	0.21911314908090418
1105	4	-0.03220816576599361
1105	5	-0.019100475237834758
1105	6	0.017529128897628254
1105	7	0.07714274226378137
1105	8	0.06885699740994511
1105	9	-0.09136798153602399
1105	10	0.15972110525775207
1105	11	0.14244072702937416
1105	12	-0.04660746832438889
1105	13	-0.07419308032127248
1105	14	0.09457045610734838
1105	15	0.00869309226989401
1105	16	0.1130856607850248
1105	17	0.0075859344265651885
1105	18	0.34113793769920875
1105	19	0.1415389338214652
1105	20	0.33746657620365283
1105	21	0.33769825114948304
1105	22	0.3473600360517253
1105	23	0.3451888295389267
1105	24	0.3268629061947621
1105	25	0.2654436463345178
1105	26	0.40813493810004786
1105	27	0.23093552268072415
1105	28	0.3803863855368661
1105	29	0.10261077227526272
1105	30	0.1767415130437584
1105	31	0.19055735423380327
1105	32	0.23810987327760103
1105	33	0.3684056734455581
