##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	NGS200B_25_192564_FC_F_BRCAv2_Pan1449_S1_R2_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	663216
Sequences flagged as poor quality	0
Sequence length	151
%GC	43
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1110	132	0.2940634581263879
1110	133	0.3836966261586454
1110	134	0.4537307754584603
1110	135	0.44948798739675766
1110	136	0.32606375227189943
1110	137	0.09340951954131782
1110	138	0.09836712092199207
1110	139	0.3166942555305923
1110	140	0.684691991333878
1110	141	0.43058522271198285
1110	142	0.474198196767432
1110	143	0.3977232728813078
1110	144	0.36573814571515584
1110	145	0.4061678201526391
1110	146	0.2754911974830847
1110	147	0.41466125119854524
1110	148	0.3104301964169167
1110	149	0.3043815860061372
1110	150	0.2840100318763845
1110	151	0.28980461766594345
1111	1	0.2332419518448532
1111	2	-0.1358340975428689
1111	3	-0.023616174157893965
1111	4	0.11028164532943663
1111	5	-0.1174543510044117
1111	6	0.10730969983314509
1111	7	0.1423539618958145
1111	8	-0.18609709954770182
1111	9	-0.07067696175978
1111	10	0.1051953708457134
1111	11	-0.03510764617113438
1111	12	0.3497100922140035
1111	13	0.1374238799551435
1111	14	0.14735935309291648
1111	15	0.19926886136451571
1111	16	0.1571454441885578
1111	17	0.1346717085777982
1111	18	0.11670483143031163
1111	19	0.30819248366417895
1111	20	0.36845116961769264
1111	21	0.06778332782554486
1111	22	0.08055172892814255
1111	23	0.14523777069261
1111	24	-0.13344075199716343
1111	25	-0.5614343509526947
1111	26	0.16455711035442988
1111	27	0.0962412471707097
1111	28	-0.00675821358696993
1111	29	-0.1355507099534563
1111	30	0.03456204494106174
1111	31	0.3027396549332195
1111	32	0.0668970853619868
1111	33	0.1021766307581018
1111	34	-0.005588483789651377
1111	35	-0.25770793011388093
1111	36	-0.05333723852051264
1111	37	-0.1473991278920792
1111	38	-0.29899246903858057
1111	39	0.025165650527632977
1111	40	0.03898147678177111
1111	41	-0.11003228975420853
1111	42	0.13170369542311278
1111	43	-0.01450036953691125
1111	44	-0.007147875824344396
1111	45	-0.05513597027982087
1111	46	-0.22830243722390264
1111	47	-0.13722960110396087
1111	48	0.14346578980276803
1111	49	0.12313321505141772
1111	50	0.0720226108389852
1111	51	-0.16568158053248538
1111	52	-0.1331642503902728
1111	53	0.059099540643295256
1111	54	0.2827874118838807
1111	55	0.1614577842635967
1111	56	0.1633546585911958
1111	57	-0.1901943244448745
1111	58	0.16675292598090152
1111	59	-0.2402447390122191
1111	60	0.23837567870118903
1111	61	-0.1860515664844158
1111	62	0.17395907146449474
1111	63	0.050434276744447004
1111	64	0.24221452732189874
1111	65	0.19296829276655103
1111	66	0.23958152733420945
1111	67	-0.03359487444161857
1111	68	-0.11611195142772601
1111	69	0.013543313876908769
1111	70	0.10883067876709873
1111	71	0.18621248314948247
1111	72	0.2930416706792869
1111	73	0.10888432794273939
1111	74	0.18738264309510555
1111	75	0.16881680632020846
1111	76	0.15551071332242117
1111	77	-0.07219764699521392
1111	78	0.09722941616437453
1111	79	0.10352863850539507
1111	80	-0.07417234944237805
1111	81	-0.11530670073312166
1111	82	0.0719449401857517
1111	83	0.0781769791380782
1111	84	0.09106494824759892
1111	85	0.32217988444921986
1111	86	0.10384178791462517
1111	87	0.36105824938338316
1111	88	0.2874613941261259
1111	89	0.4353535863537843
1111	90	0.150023131571686
1111	91	-0.2790059158304672
1111	92	0.05435379869812351
1111	93	0.2049352249541272
1111	94	0.21488466263846107
1111	95	0.05850108682366795
1111	96	-0.13811049523084762
1111	97	0.15632212726865902
1111	98	0.27684302779424996
1111	99	-0.08442916895237573
1111	100	0.025921738888278867
1111	101	0.17525037764524853
1111	102	0.259912102768169
1111	103	0.31018368305597477
1111	104	0.11669115192590596
1111	105	0.5090808019752728
1111	106	0.29293844424029913
1111	107	0.1467484059267008
1111	108	0.16130610579907767
1111	109	0.23923045091382988
1111	110	0.40147334034912063
1111	111	0.09669056685982724
1111	112	0.2895749509848784
1111	113	0.08920808999126706
1111	114	0.2846587635863429
1111	115	0.1349137559574629
1111	116	0.344642370731286
1111	117	-0.009522132422283391
1111	118	0.2261730943712763
1111	119	-0.07654673143337476
1111	120	-0.09355355656083475
1111	121	-0.10935096161759361
1111	122	-0.01667905035336048
1111	123	0.2680694880238619
1111	124	0.16836741088141594
1111	125	0.052602654223875334
1111	126	0.11559642169130768
1111	127	0.33213938201296145
1111	128	0.4909797881691276
1111	129	0.1057960510805458
1111	130	0.08919628908084576
1111	131	0.2931570414260207
1111	132	0.1683138535284172
1111	133	0.35800781794497993
1111	134	0.3348749717879329
1111	135	0.3834741327803428
1111	136	0.33681701206319303
1111	137	0.032048988605559714
1111	138	0.15357036674654978
1111	139	0.2691586999557032
1111	140	0.4003401816346184
1111	141	0.30353334474163063
1111	142	0.36808095930101103
1111	143	0.44101596897058926
1111	144	0.23441666687129725
1111	145	0.4679172288618929
1111	146	0.38570985504608046
1111	147	0.23957185280566762
1111	148	0.3745235038852073
1111	149	0.23807260956658638
1111	150	0.3142271558368961
1111	151	0.3779725845117774
1112	1	0.14026550895989942
1112	2	-9.124102580102544E-4
1112	3	0.01553685180597597
1112	4	-0.2696626235764228
1112	5	0.13932513270336955
1112	6	-0.04732409677101401
1112	7	-0.07406179046729733
1112	8	-0.3154993162646349
1112	9	-0.12027523678780483
1112	10	-0.06209119652134376
1112	11	-0.0685989420190225
1112	12	-0.08654463699978265
1112	13	0.1542951294004311
1112	14	0.07810194127051062
1112	15	0.21900395876066625
1112	16	0.09891864448866983
1112	17	0.21386096908135244
1112	18	0.0030267924398685864
1112	19	-0.013802175106143011
1112	20	-0.006718242513883865
1112	21	0.2282557627892814
1112	22	0.08806349948980596
1112	23	0.11920360707880207
1112	24	0.010711481044630489
1112	25	0.3307499028143539
1112	26	-0.18588346113582332
1112	27	0.08175576030989617
1112	28	-0.006329769140158703
1112	29	0.1309833810313492
1112	30	0.24002714370983824
1112	31	0.2889654658126446
1112	32	-0.09077646795503114
1112	33	0.056533970751090123
1112	34	-0.301927782473399
1112	35	-0.272371991020961
1112	36	0.08280748108491309
1112	37	-0.15736595842930967
1112	38	-0.03018055948233922
1112	39	0.09382104126496671
1112	40	-0.0956217090325211
1112	41	0.1479079252542732
1112	42	-0.038647948857388315
1112	43	-0.04694987239476234
1112	44	-0.31736097862835777
1112	45	0.10342145793408264
1112	46	-0.11255980240382968
1112	47	-0.012768488267816736
1112	48	0.008865935593817653
1112	49	0.15186398002798285
1112	50	0.5550240940696867
1112	51	0.03667612993501734
1112	52	-0.22177362499464692
1112	53	0.05891230442315276
1112	54	0.4085075383782737
1112	55	0.0764498750325231
1112	56	0.015968103084652796
1112	57	-0.09820037197488318
1112	58	0.3934450150173845
1112	59	0.027830885763727053
1112	60	0.3416008059351938
1112	61	0.12241677460267653
1112	62	0.29095538937427534
1112	63	0.15183135212801346
1112	64	0.17912125170085602
1112	65	0.3225667410380453
1112	66	0.2347273783528152
1112	67	-0.04313525949523722
1112	68	0.045764422026579155
1112	69	-0.027272516312500272
1112	70	0.12005652296257097
1112	71	0.2593412203777774
1112	72	0.21953779468963575
1112	73	0.3163533873239359
1112	74	0.3729883755885197
1112	75	0.29670880633619845
1112	76	-0.01220529797305403
1112	77	-0.1632757411570438
1112	78	-0.08266028104600309
1112	79	-0.10465105229497595
1112	80	0.007967047590362597
1112	81	0.09897182680392547
1112	82	-0.0069501395662214804
1112	83	0.14478309943035583
1112	84	0.25871199531252387
1112	85	0.2901624908040574
1112	86	0.1196402604402067
1112	87	0.19281817656781897
1112	88	-0.15044114708916112
1112	89	0.17589216034673427
1112	90	0.00240769477823477
1112	91	-0.21442207997999674
1112	92	-0.15452086497631257
1112	93	-0.00790571487841163
1112	94	-0.11979075237961467
1112	95	-0.15154696825176472
1112	96	-0.0740190706497259
1112	97	0.0571169150387405
1112	98	-0.16293354142518268
1112	99	-0.02845819922867321
1112	100	-0.20037522175479694
1112	101	0.19208564575286147
1112	102	0.07756667926116023
1112	103	0.1400359330223253
1112	104	-0.0790093447498208
1112	105	0.2679092229675817
1112	106	0.13254763360740895
1112	107	0.22011501977631553
1112	108	0.25834377559434074
1112	109	0.03260562032596681
1112	110	0.12393129215811882
1112	111	-0.08986567263728773
1112	112	-0.02793503383632867
1112	113	-0.16779394495327438
1112	114	-0.10617652317825588
1112	115	-0.11978114228864456
1112	116	0.08026382840190394
1112	117	-0.018956905586598793
1112	118	0.26592880774127536
1112	119	0.07847719615618587
1112	120	-0.21569453943771322
1112	121	0.21596497451686503
1112	122	0.18511695145370055
1112	123	0.32686066166846217
1112	124	0.25768641742335063
1112	125	-0.03192816912241625
1112	126	-0.20337547155339308
1112	127	0.1431983794129721
1112	128	0.10869106858501709
1112	129	0.287321233352678
1112	130	0.05074556552280285
1112	131	0.2669499674950373
1112	132	0.05428166489025443
1112	133	0.27863965023463066
1112	134	0.022261780496485528
1112	135	0.2013622548077194
1112	136	-0.07568936796103287
1112	137	0.2590449200491207
1112	138	-0.11308499467266131
1112	139	0.004882437910282533
1112	140	0.14182626418646294
1112	141	0.04384203796607977
1112	142	-0.13354219882097595
1112	143	0.44061317788489873
1112	144	0.12068332323219977
1112	145	0.397544062410887
1112	146	-0.054817324856607286
1112	147	-0.10978094954084838
1112	148	0.03500959843083251
1112	149	0.3551312284962336
1112	150	0.2373190455101195
1112	151	0.13195351973337566
1113	1	0.15605695875949976
1113	2	0.05432616555695091
1113	3	0.061324307597850236
1113	4	0.16666319169883081
1113	5	0.14484429701079904
1113	6	0.08198158845329573
1113	7	0.05081457798432609
1113	8	0.13385049203559873
1113	9	0.003202598989183514
1113	10	0.046839379560722705
1113	11	0.04819428555499883
1113	12	0.07765286353254197
1113	13	0.17555786581230137
1113	14	0.27359161039784397
1113	15	0.10482321542164641
1113	16	0.1756297366166919
1113	17	0.05415893213741185
1113	18	0.2858463225076946
1113	19	0.28281054095770486
1113	20	0.40900882438511843
1113	21	0.21299569240906635
1113	22	-0.2718970770080418
1113	23	0.20967701668886463
1113	24	0.23253482746873289
1113	25	0.02922972299580806
1113	26	-0.5690451907301579
1113	27	-0.020569268763203752
1113	28	0.3073680394473399
1113	29	0.4630829187596035
1113	30	-0.017022846903614663
1113	31	-0.5037581324733296
1113	32	0.10348161046107407
1113	33	0.06742961123495661
1113	34	-0.4289564423137193
1113	35	0.06952357512648888
1113	36	0.23675254016976766
1113	37	0.023498334763615958
1113	38	-0.10707906758815966
1113	39	0.10693669487740465
1113	40	0.2660801036422171
1113	41	-0.04633629382902171
1113	42	0.14965502623739013
1113	43	0.0663800969005166
1113	44	0.2781273045656931
1113	45	0.344674958990538
1113	46	-0.013694881761111333
1113	47	-0.029027060580148145
1113	48	0.23768005548208038
1113	49	-0.028077092608775445
1113	50	0.48399375347027984
1113	51	-0.11077457178819827
1113	52	0.19315527032833302
1113	53	0.31028847317438846
1113	54	0.3778632935922204
1113	55	0.0836453886404982
1113	56	0.17009301851122416
1113	57	0.0032849075237564307
1113	58	-0.7143544505163462
1113	59	-0.10314610900374532
1113	60	0.12294085222536211
1113	61	0.025777851800420137
1113	62	-0.11560026403657275
1113	63	0.19829382042478727
1113	64	0.28845311846478694
1113	65	-0.35665049644413926
1113	66	0.0157618893514595
1113	67	-0.09884599758030532
1113	68	-0.04136447858814307
1113	69	0.06608111464370126
1113	70	0.058467222871477986
1113	71	-0.3380086232007571
1113	72	-0.08946170007468623
1113	73	0.17509213764049747
1113	74	0.0019419077654845296
1113	75	-0.03789045105555289
1113	76	0.022621000488939558
1113	77	0.131689919196063
1113	78	0.030069327150656022
1113	79	-0.08156549863353035
1113	80	0.1552092293517333
1113	81	0.10834798043588734
1113	82	0.16339492002261125
1113	83	0.27011367601639336
1113	84	0.12026922994724742
1113	85	0.24657299920217923
1113	86	0.2771666971175506
1113	87	0.12220424592243972
1113	88	0.09090936929698046
1113	89	0.33863726579735953
1113	90	0.28804476420971525
1113	91	0.035276479531347604
1113	92	0.2006122539153381
1113	93	0.32498474977461456
1113	94	0.41007390493577844
1113	95	0.24689341582814706
1113	96	0.22924644014858586
1113	97	0.35563623431870894
1113	98	0.22518006478581754
1113	99	0.2591758740670329
1113	100	0.27613100423548076
1113	101	0.26861184178178377
1113	102	0.35059805553071044
1113	103	-0.04955973984198181
1113	104	0.01757823552406279
1113	105	-0.012513587478323984
1113	106	0.07072807960074101
1113	107	0.029401150741975357
1113	108	0.310829068952323
1113	109	0.12707587252802455
1113	110	0.18449720651499746
1113	111	0.30702372610706163
1113	112	0.29270063076278063
1113	113	0.24455585452737694
1113	114	0.31557620364547745
1113	115	0.2932096513345499
1113	116	0.2379121642110178
1113	117	0.1700210820130792
1113	118	0.09377290032665542
1113	119	0.267073422133862
1113	120	0.13766206497535194
1113	121	0.24650275442814262
1113	122	0.3449862453458934
1113	123	0.1880742478464228
1113	124	0.3658295314138442
1113	125	0.25540603860882527
1113	126	-0.030649126599641363
1113	127	-0.6468122544751083
1113	128	0.07330724696218738
1113	129	-0.3580127702683882
1113	130	-0.1733976442230798
1113	131	-0.8197370093938972
1113	132	-0.06279630897608257
1113	133	0.29121384491290314
1113	134	0.2135464020548028
1113	135	-0.07873139648391003
1113	136	0.4601694507954335
1113	137	0.03548852705387873
1113	138	-0.06590121110000524
1113	139	-0.07473186945696142
1113	140	0.04169888431853508
1113	141	0.17180084802896545
1113	142	-0.12448260494982577
1113	143	0.06063594498888847
1113	144	0.15182807892365702
1113	145	0.1927576158304305
1113	146	0.19875271328175614
1113	147	0.036028681183530864
1113	148	0.13164757627858137
1113	149	-0.5914706520892352
1113	150	-0.2632498171048354
1113	151	0.07982856902850344
1114	1	0.2957783714006581
1114	2	0.17324256280239325
1114	3	0.04196505434727271
1114	4	0.20218622680307874
1114	5	0.05300037012156622
1114	6	0.221181011460871
1114	7	0.13846111165996433
1114	8	0.15833449036880864
1114	9	0.05223412925101201
1114	10	0.3348684868958074
1114	11	0.4791978449277394
1114	12	0.246345595676992
1114	13	0.20564892764957676
1114	14	0.3909724632811802
1114	15	0.3751058683340389
1114	16	0.4176629071190874
1114	17	0.32222954212256383
1114	18	0.38049646566707906
1114	19	0.29326405449975823
1114	20	0.35159414060792926
1114	21	0.4335172226917763
1114	22	-0.13759868924013574
1114	23	0.3709088764305477
1114	24	0.5612120132704987
1114	25	0.20168197362122697
1114	26	-0.30211609750370627
1114	27	0.3660776995060857
1114	28	0.5540737628697912
1114	29	0.3564359624215072
1114	30	0.10504159525202539
1114	31	0.34060842117511925
1114	32	0.31768825929658107
1114	33	0.38653768307385405
1114	34	-0.1368471657227417
1114	35	0.2295652985036014
1114	36	0.3698148564853483
1114	37	0.3272891427946192
1114	38	0.270775805572832
1114	39	0.35678449761424247
1114	40	0.5407534350725314
1114	41	0.34801285519365166
1114	42	0.28736722620893573
1114	43	0.38924142334477807
1114	44	0.51595383518098
1114	45	0.5847433605121211
1114	46	0.42355137534951126
1114	47	0.4880311132256949
1114	48	0.541599720382635
1114	49	0.5145373953775518
1114	50	0.6720102435702273
1114	51	0.5333773397229251
1114	52	0.3486607546496998
1114	53	0.34785412828480133
1114	54	0.5820018063751462
1114	55	0.3514168239956561
1114	56	0.37836688231130466
1114	57	0.031228056588787467
1114	58	-0.38630723163237235
1114	59	0.05747517200654073
1114	60	0.434412663144613
1114	61	0.05963022179741273
1114	62	-0.6692403662033684
1114	63	-0.1767360448392452
1114	64	0.24858146229309597
1114	65	-0.4454096137387893
1114	66	-0.11902478243369075
1114	67	0.46902891103422206
1114	68	0.007721636875366755
1114	69	-0.271022176963271
1114	70	-0.32066279639440864
1114	71	0.016031293197386276
1114	72	-0.02864424044611269
1114	73	-0.16027665698402416
1114	74	-0.7000073804941991
1114	75	0.08414833903810148
1114	76	-0.07768959825703092
1114	77	-0.46326551332902
1114	78	-0.5612617076386144
1114	79	0.3345037881824737
1114	80	0.17105355354965468
1114	81	0.25018300367337787
1114	82	0.2130289754614907
1114	83	0.4462836859520962
1114	84	0.4218414328956257
1114	85	0.3509366237430882
1114	86	0.211089669940975
1114	87	0.30507869071189475
1114	88	0.3841980441800601
1114	89	0.5212859127853164
1114	90	0.47824287269825305
1114	91	0.41619170334409716
1114	92	0.25556105866348133
1114	93	0.33204771693669954
1114	94	0.31611517433105263
1114	95	0.2898352658846832
1114	96	0.406116214473073
1114	97	0.31545227920623375
1114	98	0.5226219874734852
1114	99	0.5534029371714055
1114	100	0.6360082561360443
1114	101	0.18441730012298052
1114	102	0.6081560925752711
1114	103	0.4385635045950238
1114	104	0.5073488792446668
1114	105	0.25160720151944815
1114	106	0.445207916930876
1114	107	0.3732035081664691
1114	108	0.3468460553898396
1114	109	0.385716963492321
1114	110	0.5542734698268532
1114	111	0.4204079280758819
1114	112	0.5050042545341284
1114	113	0.41192124160356514
1114	114	0.38961491499326684
1114	115	0.43706253735557965
1114	116	0.5375067721475872
1114	117	0.5868357700258358
1114	118	0.6989658918253809
1114	119	0.5373742701134816
1114	120	0.5257058775041159
1114	121	0.31933611714202925
1114	122	0.31846320636400094
1114	123	0.30069604667043137
1114	124	0.45800663682920373
1114	125	0.49552723565334844
1114	126	0.15938791080196069
1114	127	0.3379340153123991
1114	128	0.22575834622761448
1114	129	-0.6145730614133242
1114	130	-0.618141760430504
1114	131	0.37981783784658063
1114	132	0.2308398618630747
1114	133	0.5082013562363485
1114	134	0.5130163290388907
1114	135	0.647064167916632
1114	136	0.7246031352935631
1114	137	0.3961454823271211
1114	138	-0.3055218946558682
1114	139	0.06289442593488559
1114	140	0.4553571755869612
1114	141	0.372638298369111
1114	142	0.13073035638088726
1114	143	0.4054625952143738
1114	144	0.6355487136511186
1114	145	0.5122513634385939
1114	146	0.4225251950024287
1114	147	0.48046258640870576
1114	148	0.6203715562138967
1114	149	0.23119962614914158
1114	150	0.26757068796040784
1114	151	-0.06266058178981382
1115	1	0.24778698383995135
1115	2	0.008260208955235271
1115	3	0.0795792304926124
1115	4	0.20932624512835218
1115	5	0.19498359631698037
1115	6	0.3616168468119625
1115	7	0.3186711339721313
1115	8	0.4382553924415191
1115	9	0.05614009130119513
1115	10	0.2127130683772478
1115	11	0.3986670205445293
1115	12	0.330738153018757
1115	13	0.3731037190874531
1115	14	0.4890336920280802
1115	15	0.28543530605681156
1115	16	0.06620348825170908
1115	17	0.29556786926539047
1115	18	0.4207229813525686
1115	19	0.35004417035488444
1115	20	0.29784544277826086
1115	21	0.3727847199243186
1115	22	0.28588513906692015
1115	23	0.44122842691241004
1115	24	0.39512110899887887
1115	25	0.4364823012301855
1115	26	0.41850472837577257
1115	27	0.3308302502856364
1115	28	0.6860583912215148
1115	29	0.6445006636226225
1115	30	0.4880012241291709
1115	31	0.43158013431840914
1115	32	0.34968879130040165
1115	33	0.40196485297347806
1115	34	0.3688215295221866
1115	35	0.4250123997257944
1115	36	0.3396481065362451
1115	37	0.407750329884621
1115	38	0.4297382977347155
1115	39	0.36646721818644323
1115	40	0.3702076261240137
1115	41	0.35782512622575524
1115	42	0.29779117616795503
1115	43	0.34523880975051213
1115	44	0.2962892673572384
1115	45	0.24824058929290516
1115	46	0.43683672796045414
1115	47	0.41373627708193084
1115	48	0.4006485063254388
1115	49	0.349400082868911
1115	50	0.4055936437961378
1115	51	0.3742865518271401
1115	52	0.2986856452768052
1115	53	0.44822342551589855
1115	54	0.6244554607175843
1115	55	0.3825346562557286
1115	56	0.3313036783119898
1115	57	0.05803559134390923
1115	58	0.07822338948523111
1115	59	0.3351598386587824
1115	60	0.46679839603164197
1115	61	0.07575470567370957
1115	62	0.2638178057173093
1115	63	0.17998255807354013
1115	64	0.39813852832963903
1115	65	-0.38915742384980945
1115	66	0.2482297547339627
1115	67	0.4679768232799404
1115	68	0.48360188206137167
1115	69	0.07661283704418054
1115	70	0.3311877519365396
1115	71	0.5519097127570589
1115	72	0.49446859674974064
1115	73	0.18670182164187565
1115	74	0.6970261962873536
1115	75	0.38678040914465583
1115	76	0.5501414164994856
1115	77	0.2568170350947767
1115	78	0.34948963170297986
1115	79	0.35405775190897515
1115	80	0.3138630168186438
1115	81	0.5689709258063331
1115	82	0.3808736730050839
1115	83	0.38246957611902843
1115	84	0.0797930864206009
1115	85	0.381583933751692
1115	86	0.31518456235919956
1115	87	0.2124168616413371
1115	88	0.4455061525018138
1115	89	0.36700699911454393
1115	90	0.2651690668915663
1115	91	0.22495734468004258
1115	92	-0.030150403917296842
1115	93	0.1426317699338142
1115	94	0.2754573465817174
1115	95	0.3729200850488681
1115	96	0.4149225089315465
1115	97	0.5586366859733474
1115	98	0.2073824304795906
1115	99	0.02720755186543755
1115	100	0.14265344189352192
1115	101	0.3923548850326455
1115	102	0.1762762652130192
1115	103	0.28262145160606167
1115	104	0.382630682863109
1115	105	0.651416859584657
1115	106	0.2929205671098174
1115	107	0.2639545150056719
1115	108	0.24754107949155468
1115	109	0.30563438997400283
1115	110	0.37222966545996883
1115	111	0.05719204023333191
1115	112	0.12622035379801133
1115	113	0.45310668163754286
1115	114	0.22801342036364503
1115	115	0.3181126300955128
1115	116	0.07443947523204741
1115	117	0.22593987056452391
1115	118	0.5029551049459258
1115	119	0.3698018481127363
1115	120	0.5148697500528101
1115	121	0.10954059670207528
1115	122	0.47207209634868974
1115	123	0.3516821515209756
1115	124	0.2831091244176136
1115	125	0.31598410021226897
1115	126	0.483119767071841
1115	127	0.3840373539187212
1115	128	0.32014824668706865
1115	129	-0.5115396671944126
1115	130	0.04729527475232942
1115	131	0.4015371449743341
1115	132	0.5142906218662944
1115	133	0.41862552577241274
1115	134	0.5663497125612622
1115	135	0.3078446012174396
1115	136	0.5580508055340019
1115	137	0.2044129974395119
1115	138	0.5193023574411697
1115	139	0.06449137845636699
1115	140	0.5497727979294851
1115	141	0.5272014074797653
1115	142	0.23733689657744605
1115	143	0.4949324013309706
1115	144	0.35654031106475514
1115	145	0.6313499557301228
1115	146	0.4355840695696642
1115	147	0.3490328606322137
1115	148	0.5239101031219846
1115	149	-0.1999395991892996
1115	150	0.12033643343860945
1115	151	0.16113391667581212
1116	1	0.1437827453755105
1116	2	0.07209439440436682
1116	3	0.05235324461517621
1116	4	0.16227370630007698
1116	5	-0.13945452326279906
1116	6	0.07355936028536547
1116	7	-0.07695714968502898
1116	8	-0.004049325924249558
1116	9	-0.015015734062274078
1116	10	0.10796854157049296
1116	11	0.12053190725688268
1116	12	0.1845632009257656
1116	13	0.15425472316625388
1116	14	0.3712895764577766
1116	15	0.07275485685234884
1116	16	0.3203419667144942
1116	17	0.22818908285520223
1116	18	0.0786922010415978
1116	19	0.10682337653365437
1116	20	0.21982814826238695
1116	21	0.2880825589410918
1116	22	0.041734279595296186
1116	23	-0.20262857572910065
1116	24	-0.02052664173223917
1116	25	0.05898104415157235
1116	26	0.08552742354604703
1116	27	0.19057195866409415
1116	28	0.017715096932114704
1116	29	0.14539167592614888
1116	30	0.25375674013994143
1116	31	0.14651328722214174
1116	32	0.17662757039553867
1116	33	0.23344856333629593
1116	34	0.17097131432099388
1116	35	0.08358388789670812
1116	36	0.11503082149354782
1116	37	0.23160844295864536
1116	38	0.018178758005859663
1116	39	-0.07350527821954955
1116	40	-0.11971676722380664
1116	41	8.286015031089278E-4
1116	42	0.19879423550363384
1116	43	0.17382316199978476
1116	44	0.03700358914489499
1116	45	0.24740055023328011
1116	46	0.23054973510893717
1116	47	0.042979172274357325
1116	48	0.10256199484955886
1116	49	0.021371731080122913
1116	50	0.037237143515554294
1116	51	0.2594571647639299
1116	52	0.03646829975631505
1116	53	0.18601705884794484
1116	54	0.1790493733516385
1116	55	0.05836050906947321
1116	56	-0.053563134091099585
1116	57	-0.017432413613512665
1116	58	0.31079501002974297
1116	59	-0.09780093515583843
1116	60	0.1511977916301248
1116	61	0.0044087893206494755
1116	62	-0.10773134488023572
1116	63	-0.01489897540239582
1116	64	0.2037482200842362
1116	65	0.2505991342109084
1116	66	0.1707510513552677
1116	67	-0.01702904413253492
1116	68	-0.18746699079002838
1116	69	0.21776951248451581
1116	70	0.05768602809984458
1116	71	0.07890718166102317
1116	72	0.11515018273595246
1116	73	0.1098162899815307
1116	74	0.2666410612772623
1116	75	0.19404445713541918
1116	76	-0.029029128054737896
1116	77	0.06434520290936518
1116	78	0.15224293970966585
1116	79	0.12127251426230146
1116	80	0.1251268176283844
1116	81	0.03913871717802664
1116	82	0.2562219771017311
1116	83	0.1461196618952343
1116	84	0.15830944820453396
1116	85	0.05077259968622627
1116	86	0.1421995660590767
1116	87	0.022957312909817063
1116	88	-0.10459364526772674
1116	89	-0.282431965836885
1116	90	-0.06303651494526719
1116	91	0.23084451909041093
1116	92	-0.16160679262137734
1116	93	0.12428391157857988
1116	94	0.05477017706478193
1116	95	0.14276036156538652
1116	96	0.09337701272348653
1116	97	0.18806026171033352
1116	98	-0.03670004642482638
1116	99	0.0066560809658327
1116	100	0.21391968314534182
1116	101	0.16309417273096471
1116	102	-0.09769409878612834
1116	103	0.17229778562290932
1116	104	0.2634997813769786
1116	105	0.5353688198901452
1116	106	0.19971857849456853
1116	107	0.08233418066510723
1116	108	0.09862298267250935
1116	109	0.05274812806312923
1116	110	0.4028245906579073
1116	111	0.27606675803761505
1116	112	0.13157615174571902
1116	113	0.16260467517382438
1116	114	0.11460124632186108
1116	115	0.0209881797831315
1116	116	-0.08633139078297347
1116	117	-0.00146384725136528
1116	118	0.27961105311570833
1116	119	0.16339942046886335
1116	120	0.3676960360606998
1116	121	-0.010352237149930943
1116	122	0.025953638294019754
1116	123	0.18095848516140478
1116	124	0.06653588778601005
1116	125	-0.010760353193013827
1116	126	0.19000573474947657
1116	127	0.09244467687609159
1116	128	-0.0049688270911403265
1116	129	0.19789276690816138
1116	130	-0.007425522048876587
1116	131	0.08238754807074855
1116	132	0.1947545693535062
1116	133	0.3589394644922237
1116	134	0.1877019495965726
1116	135	0.047829613515325775
1116	136	0.2472931298260974
1116	137	0.17963372726971016
1116	138	0.05533103043980958
1116	139	0.26409726901853503
1116	140	0.33671310779035224
1116	141	0.4994835690088024
1116	142	0.2745247795629524
1116	143	0.29994045196669816
1116	144	0.5486159635144361
1116	145	0.6751819265878609
1116	146	0.22241584563118266
1116	147	0.29784913643604227
1116	148	0.18242732439323106
1116	149	0.08412472182983777
1116	150	0.3534099443846799
1116	151	-0.1501400787827052
1117	1	0.2662504480865451
1117	2	0.21923397414586532
1117	3	0.07024318501198934
1117	4	0.1732077451544356
1117	5	0.1393845768625397
1117	6	0.1455317271123846
1117	7	0.2597601654226125
1117	8	0.2003166243822747
1117	9	0.062451049419379956
1117	10	0.15549719188425826
1117	11	0.37214534944454414
1117	12	0.2501300061455467
1117	13	-0.724872601780433
1117	14	-0.6841264811320968
1117	15	0.05203416904121383
1117	16	0.15930315966463127
1117	17	0.3200554298975291
1117	18	-0.648462852893509
1117	19	-0.09782522932174231
1117	20	0.20404165620338688
1117	21	-0.0435298891613769
1117	22	0.140811337366614
1117	23	-0.5642480243471724
1117	24	0.4550230544429894
1117	25	0.3145399865167917
1117	26	0.04274193695032835
1117	27	0.2217967135412522
1117	28	0.3820631896359501
1117	29	-0.1126839188631692
1117	30	0.21282258750475336
1117	31	0.2598542698214601
1117	32	0.356834256277196
1117	33	-0.04626964345378326
1117	34	0.23874277293740676
1117	35	0.142088496319964
1117	36	0.2885867181254582
1117	37	0.16443942392311328
1117	38	0.09796966476126556
1117	39	0.20712856487188702
1117	40	0.4471648054908286
1117	41	0.24704434074617865
1117	42	0.34449748191040186
1117	43	0.31947341049114186
1117	44	0.2961849539999122
1117	45	0.28725378493260223
1117	46	0.35967092187898686
1117	47	0.2413584541017002
